MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHousingValue
4.2386,6.0,7.723076923076923,1.1692307692307693,228.0,3.5076923076923077,33.83,-117.55,5.00001
4.3898,52.0,5.32662192393736,1.1006711409395973,1485.0,3.3221476510067114,37.73,-122.44,2.7
3.9333,26.0,4.668478260869565,1.046195652173913,1022.0,2.777173913043478,33.83,-118.0,1.961
1.4653,38.0,3.383495145631068,1.0097087378640777,749.0,3.6359223300970873,34.01,-118.26,1.188
3.1765,52.0,4.119791666666667,1.0434027777777777,1135.0,1.9704861111111112,34.08,-118.36,2.25
9.2175,35.0,6.268733850129199,0.9276485788113695,937.0,2.4211886304909562,33.62,-117.91,5.00001
3.5114,52.0,4.411347517730497,1.0780141843971631,444.0,1.574468085106383,34.08,-118.39,4.308
8.7364,23.0,7.283112582781457,1.2127483443708609,2750.0,2.2764900662251657,34.02,-118.66,5.00001
2.2141,25.0,4.375757575757576,0.990909090909091,2940.0,4.454545454545454,33.67,-116.18,0.667
1.8819,16.0,6.686493184634449,1.4646840148698885,1802.0,2.2329615861214376,35.58,-118.45,0.697
4.6,34.0,5.332258064516129,0.9419354838709677,1003.0,3.235483870967742,33.89,-118.01,2.034
2.1458,22.0,5.287610619469026,1.0707964601769913,1131.0,2.502212389380531,40.71,-122.4,0.847
2.4117,16.0,4.933656957928803,0.9854368932038835,1675.0,2.7103559870550162,38.35,-122.72,1.625
3.3603,29.0,4.584905660377358,1.1293800539083558,1616.0,4.355795148247979,34.27,-118.44,1.424
1.2413,11.0,3.9677002583979326,1.177002583979328,2812.0,3.6330749354005167,32.69,-117.1,0.831
2.9821,17.0,13.473039215686274,2.588235294117647,997.0,2.4436274509803924,38.25,-120.34,1.115
3.0571,49.0,4.426829268292683,1.2073170731707317,601.0,1.4658536585365853,32.74,-117.16,4.188
6.0145,14.0,6.156748911465892,1.0827285921625545,1858.0,2.6966618287373003,34.23,-118.87,2.871
3.6413,40.0,4.604735883424408,1.041894353369763,1318.0,2.400728597449909,34.27,-119.26,2.127
14.2959,52.0,8.172727272727272,0.8727272727272727,304.0,2.7636363636363637,37.79,-122.46,5.00001
1.8363,37.0,4.62882096069869,1.1703056768558953,823.0,3.593886462882096,33.12,-117.08,1.455
6.3538,49.0,6.29388560157791,1.017751479289941,1148.0,2.2642998027613412,37.9,-122.28,3.337
1.9668,30.0,3.206115515288788,0.9762174405436014,3649.0,4.132502831257078,33.93,-118.21,1.521
5.285,2.0,9.232253086419753,1.3904320987654322,4436.0,3.4228395061728394,34.12,-117.5,1.917
2.1058,41.0,4.481632653061224,1.0775510204081633,1178.0,4.808163265306122,34.05,-118.19,1.243
2.5181,12.0,5.283815480844409,1.2118842845973417,3204.0,2.505082095387021,34.11,-117.41,1.055
6.0281,18.0,6.538065843621399,1.131687242798354,2304.0,2.3703703703703702,36.96,-121.88,3.211
4.2833,44.0,5.079913606911447,1.0453563714902807,1517.0,3.2764578833693303,34.09,-118.1,2.58
4.3696,7.0,6.5279307631786,1.1274586939417781,4189.0,3.2958300550747444,37.71,-121.42,1.707
5.4939,20.0,6.215815485996705,1.028006589785832,1965.0,3.2372322899505765,37.25,-121.85,2.412
1.6667,44.0,3.5064516129032257,1.0806451612903225,1441.0,4.648387096774194,33.98,-118.25,1.125
10.2264,36.0,8.571428571428571,1.1428571428571428,30.0,2.142857142857143,38.63,-121.28,3.5
3.1384,46.0,5.627249357326479,1.0874035989717223,866.0,2.2262210796915167,33.95,-117.4,1.115
7.1937,36.0,5.7784615384615385,0.9938461538461538,846.0,2.603076923076923,33.81,-118.09,2.544
2.0807,13.0,4.869731800766283,1.1123882503192848,1513.0,1.9323116219667944,38.78,-121.23,1.426
3.3611,46.0,5.701421800947867,1.037914691943128,637.0,3.018957345971564,33.99,-118.06,1.744
2.2583,42.0,3.761764705882353,1.0529411764705883,1254.0,3.6882352941176473,37.33,-121.89,1.925
5.3816,45.0,4.630573248407643,1.0721868365180467,965.0,2.0488322717622083,33.87,-118.4,5.00001
1.9338,44.0,3.1037735849056602,1.028301886792453,869.0,4.099056603773585,32.7,-117.14,0.894
3.4219,35.0,4.597765363128492,0.9720670391061452,2151.0,4.005586592178771,33.92,-118.04,1.562
3.6025,15.0,5.121304791029561,1.0112130479102956,3208.0,3.27013251783894,34.08,-117.44,1.164
5.1023,25.0,5.833667334669339,1.0681362725450902,1137.0,2.278557114228457,32.86,-117.25,5.00001
5.8283,34.0,7.005665722379604,1.084985835694051,967.0,2.7393767705382435,33.79,-118.07,3.624
4.4375,24.0,5.335423197492163,1.0553814002089865,2310.0,2.413793103448276,34.26,-118.32,1.915
3.7986,21.0,4.26873857404022,1.0612431444241317,1914.0,1.7495429616087752,34.14,-118.37,3.677
3.7065,16.0,5.487272727272727,1.0751515151515152,2531.0,3.067878787878788,37.52,-120.84,1.248
3.7303,9.0,6.175108538350217,1.1360347322720694,2065.0,2.9884225759768452,35.74,-120.47,1.627
4.7566,23.0,5.762917933130699,0.9483282674772037,1988.0,3.021276595744681,33.09,-117.08,1.783
2.2589,33.0,4.3264516129032256,1.0193548387096774,2318.0,2.990967741935484,34.19,-118.42,2.697
3.8125,36.0,3.3142857142857145,0.8571428571428571,193.0,5.514285714285714,34.0,-117.92,1.363
4.7731,34.0,5.837777777777778,1.04,1409.0,3.131111111111111,33.78,-117.94,1.992
8.2436,44.0,6.465317919075145,1.0028901734104045,948.0,2.739884393063584,37.44,-122.18,5.00001
7.9611,31.0,6.147058823529412,1.0336134453781514,1149.0,2.4138655462184873,33.89,-118.4,5.00001
